id,distrito,fecha,procedimiento,tipo_obra_ed,tipo_hu,modalidad,estado,area_m2,presupuesto_soles
SAN-202403-004,San Isidro,2024-03-01,ED-LIC,ED-PUV,,A,Aprobada,312.1,220310.37
SAN-202403-005,San Isidro,2024-03-01,ED-LIC,ED-CER,,B,Observada,134.9,228974.43
SAN-202403-006,San Isidro,2024-03-01,HU-LIC,,HU-VIV-VGL,B,Aprobada,192.7,308386.62
SAN-202403-007,San Isidro,2024-03-01,ED-LIC,ED-PUV,,B,Aprobada,100.5,61597.31
SAN-202404-001,San Isidro,2024-04-01,ED-LIC,ED-NUE,,C,En evaluación,349.6,359231.72
SAN-202404-002,San Isidro,2024-04-01,ED-LIC,ED-PUV,,D,En evaluación,176.9,273994.42
SAN-202404-003,San Isidro,2024-04-01,ED-LIC,ED-NUE,,B,En evaluación,36.0,24094.28
SAN-202404-004,San Isidro,2024-04-01,ED-LIC,ED-NUE,,B,Aprobada,202.4,369501.88
SAN-202404-005,San Isidro,2024-04-01,ED-LIC,ED-NUE,,B,Denegada,240.8,206554.61
SAN-202404-006,San Isidro,2024-04-01,HU-LIC,,HU-VIV-VGL,A,Denegada,86.6,121226.47
SAN-202404-007,San Isidro,2024-04-01,ED-LIC,ED-NUE,,B,En evaluación,82.7,129539.56
SAN-202404-008,San Isidro,2024-04-01,ED-LIC,ED-REF,,C,Aprobada,58.6,98040.23
SAN-202404-009,San Isidro,2024-04-01,ED-LIC,ED-NUE,,C,Observada,17.3,25129.65
SAN-202404-010,San Isidro,2024-04-01,ED-LIC,ED-NUE,,B,Aprobada,79.8,149970.93
SAN-202404-011,San Isidro,2024-04-01,ED-LIC,ED-REF,,C,Observada,205.1,374431.35
SAN-202405-001,San Isidro,2024-05-01,ED-LIC,ED-NUE,,C,Aprobada,331.8,642740.85
SAN-202405-002,San Isidro,2024-05-01,ED-LIC,ED-OTH,,B,Observada,134.0,247730.96
SAN-202405-003,San Isidro,2024-05-01,ED-LIC,ED-AMP,,B,En evaluación,56.2,120700.39
SAN-202406-001,San Isidro,2024-06-01,ED-LIC,ED-DEM,,D,Aprobada,180.9,220994.85
SAN-202407-001,San Isidro,2024-07-01,ED-LIC,ED-AMP,,B,Aprobada,65.5,72660.91
SAN-202407-002,San Isidro,2024-07-01,ED-LIC,ED-NUE,,B,Aprobada,194.4,117970.48
SAN-202407-003,San Isidro,2024-07-01,ED-LIC,ED-NUE,,C,Aprobada,265.6,180416.58
SAN-202407-004,San Isidro,2024-07-01,ED-LIC,ED-AMP,,A,Aprobada,109.1,136715.11
SAN-202408-001,San Isidro,2024-08-01,HU-LIC,,HU-ETAP,D,Aprobada,171.0,229178.74
SAN-202408-002,San Isidro,2024-08-01,ED-LIC,ED-CER,,B,Aprobada,77.5,152051.65
SAN-202408-003,San Isidro,2024-08-01,HU-LIC,,HU-VIV-CONV,B,Observada,19.3,36210.22
SAN-202409-001,San Isidro,2024-09-01,HU-LIC,,HU-VIV-SIM,A,Aprobada,88.9,187876.01
SAN-202409-002,San Isidro,2024-09-01,ED-LIC,ED-DEM,,A,Aprobada,168.9,189342.85
SAN-202409-003,San Isidro,2024-09-01,ED-LIC,ED-NUE,,A,Aprobada,127.5,124935.36
SAN-202409-004,San Isidro,2024-09-01,ED-LIC,ED-AMP,,A,Aprobada,192.1,333357.07
SAN-202409-005,San Isidro,2024-09-01,HU-LIC,,HU-VIV-VGL,B,Aprobada,177.0,131708.21
SAN-202409-006,San Isidro,2024-09-01,ED-LIC,ED-NUE,,B,Aprobada,11.6,14493.28
SAN-202409-007,San Isidro,2024-09-01,HU-LIC,,HU-PROG,C,Observada,273.0,526287.63
SAN-202409-008,San Isidro,2024-09-01,ED-LIC,ED-REM,,B,Aprobada,257.3,352131.04
SAN-202409-009,San Isidro,2024-09-01,ED-LIC,ED-NUE,,B,Aprobada,29.4,43700.51
SAN-202409-010,San Isidro,2024-09-01,ED-LIC,ED-NUE,,A,Aprobada,243.2,457799.38
SAN-202409-011,San Isidro,2024-09-01,ED-LIC,ED-CER,,C,Aprobada,321.2,268780.56
SAN-202410-001,San Isidro,2024-10-01,ED-LIC,ED-AMP,,A,Observada,109.8,162210.32
SAN-202410-002,San Isidro,2024-10-01,ED-LIC,ED-ACO,,A,Aprobada,189.2,236742.2
SAN-202410-003,San Isidro,2024-10-01,ED-LIC,ED-NUE,,B,Aprobada,195.3,426586.22
SAN-202410-004,San Isidro,2024-10-01,ED-LIC,ED-REM,,B,Aprobada,49.0,47815.69
SAN-202410-005,San Isidro,2024-10-01,ED-LIC,ED-NUE,,D,Aprobada,546.6,844042.44
SAN-202411-001,San Isidro,2024-11-01,ED-LIC,ED-REF,,D,Aprobada,409.4,824347.15
SAN-202411-002,San Isidro,2024-11-01,ED-LIC,ED-REF,,A,Aprobada,428.0,836157.6
SAN-202411-003,San Isidro,2024-11-01,ED-LIC,ED-ACO,,A,Aprobada,144.1,193078.17
SAN-202411-004,San Isidro,2024-11-01,HU-LIC,,HU-VIV-CONV,B,Aprobada,44.4,69290.64
SAN-202412-001,San Isidro,2024-12-01,ED-LIC,ED-AMP,,B,Aprobada,311.5,265599.68
SAN-202412-002,San Isidro,2024-12-01,ED-LIC,ED-REM,,B,En evaluación,182.2,320084.9
SAN-202412-003,San Isidro,2024-12-01,ED-LIC,ED-NUE,,A,Observada,71.3,81057.72
SAN-202412-004,San Isidro,2024-12-01,HU-LIC,,HU-VIV-SIM,C,Aprobada,50.6,105075.76
SAN-202412-005,San Isidro,2024-12-01,ED-LIC,ED-AMP,,D,Aprobada,81.5,126694.95
SAN-202412-006,San Isidro,2024-12-01,ED-LIC,ED-NUE,,C,En evaluación,15.1,26733.55
SAN-202412-007,San Isidro,2024-12-01,ED-LIC,ED-AMP,,B,Aprobada,177.6,378535.65
SAN-202501-001,San Isidro,2025-01-01,ED-LIC,ED-REF,,A,Aprobada,212.7,298946.32
SAN-202501-002,San Isidro,2025-01-01,ED-LIC,ED-REF,,C,Aprobada,47.0,34655.4
SAN-202501-003,San Isidro,2025-01-01,ED-LIC,ED-NUE,,A,Observada,205.2,169718.82
SAN-202501-004,San Isidro,2025-01-01,ED-LIC,ED-NUE,,B,Observada,264.9,440038.44
SAN-202502-001,San Isidro,2025-02-01,ED-LIC,ED-REF,,C,Aprobada,78.7,156446.96
SAN-202502-002,San Isidro,2025-02-01,ED-LIC,ED-REM,,A,Aprobada,163.0,232633.07
SAN-202502-003,San Isidro,2025-02-01,ED-LIC,ED-NUE,,B,En evaluación,185.0,177949.18
SAN-202502-004,San Isidro,2025-02-01,ED-LIC,ED-NUE,,B,En evaluación,127.8,80806.37
SAN-202503-001,San Isidro,2025-03-01,ED-LIC,ED-AMP,,D,Aprobada,134.5,233359.47
SAN-202503-002,San Isidro,2025-03-01,ED-LIC,ED-PUV,,B,Aprobada,168.8,230310.8
SAN-202503-003,San Isidro,2025-03-01,HU-LIC,,HU-IND,D,Aprobada,212.6,139784.13
SAN-202503-004,San Isidro,2025-03-01,ED-LIC,ED-NUE,,A,Aprobada,111.0,104241.97
SAN-202503-005,San Isidro,2025-03-01,ED-LIC,ED-AMP,,B,Aprobada,100.2,186452.42
SAN-202503-006,San Isidro,2025-03-01,HU-LIC,,HU-VAC,A,Aprobada,288.8,357416.31
SAN-202504-001,San Isidro,2025-04-01,ED-LIC,ED-REF,,A,Observada,128.3,271891.33
SAN-202504-002,San Isidro,2025-04-01,HU-LIC,,HU-COM,A,Observada,100.5,218269.39
SAN-202505-001,San Isidro,2025-05-01,ED-LIC,ED-NUE,,B,Aprobada,135.5,183717.66
SAN-202505-002,San Isidro,2025-05-01,ED-LIC,ED-REF,,B,Aprobada,498.8,389554.11
SAN-202506-001,San Isidro,2025-06-01,ED-LIC,ED-ACO,,B,Aprobada,172.1,347902.36
SAN-202506-002,San Isidro,2025-06-01,ED-LIC,ED-REM,,A,En evaluación,377.9,726417.25
SAN-202506-003,San Isidro,2025-06-01,ED-LIC,ED-ACO,,B,Aprobada,10.2,17043.38
SAN-202506-004,San Isidro,2025-06-01,ED-LIC,ED-CER,,C,Aprobada,197.5,187045.18
SAN-202506-005,San Isidro,2025-06-01,ED-LIC,ED-AMP,,C,Aprobada,107.0,118452.23
SAN-202507-001,San Isidro,2025-07-01,ED-LIC,ED-AMP,,B,Aprobada,106.2,160607.27
SAN-202507-002,San Isidro,2025-07-01,ED-LIC,ED-CER,,A,Aprobada,422.1,500135.36
SAN-202507-003,San Isidro,2025-07-01,ED-LIC,ED-ACO,,B,Aprobada,242.3,515763.8
SAN-202507-004,San Isidro,2025-07-01,ED-LIC,ED-REF,,A,Aprobada,409.0,253926.08
SAN-202507-005,San Isidro,2025-07-01,ED-LIC,ED-NUE,,A,Aprobada,10.5,7574.23
SAN-202507-006,San Isidro,2025-07-01,ED-LIC,ED-AMP,,C,Aprobada,138.5,142192.02
SAN-202508-001,San Isidro,2025-08-01,ED-LIC,ED-REM,,C,Denegada,166.7,249446.02
SAN-202508-002,San Isidro,2025-08-01,ED-LIC,ED-REM,,D,En evaluación,110.0,108778.12
SAN-202508-003,San Isidro,2025-08-01,ED-LIC,ED-NUE,,B,Aprobada,149.7,212482.68
SAN-202508-004,San Isidro,2025-08-01,ED-LIC,ED-AMP,,B,En evaluación,85.0,131749.77
SAN-202508-005,San Isidro,2025-08-01,ED-LIC,ED-NUE,,A,Aprobada,130.6,171077.06
SAN-202509-001,San Isidro,2025-09-01,ED-LIC,ED-REF,,A,Aprobada,73.2,98304.74
SAN-202509-002,San Isidro,2025-09-01,ED-LIC,ED-DEM,,A,Aprobada,369.9,578487.07
SAN-202509-003,San Isidro,2025-09-01,HU-LIC,,HU-ESP,B,Aprobada,123.6,243853.7
SAN-202509-004,San Isidro,2025-09-01,ED-LIC,ED-AMP,,A,Aprobada,75.0,80895.67
SAN-202509-005,San Isidro,2025-09-01,ED-LIC,ED-CER,,C,Aprobada,108.4,213016.25
SAN-202509-006,San Isidro,2025-09-01,ED-LIC,ED-REM,,C,Aprobada,117.1,212119.61
SAN-202509-007,San Isidro,2025-09-01,ED-LIC,ED-AMP,,A,Aprobada,140.3,99575.53
SAN-202510-001,San Isidro,2025-10-01,ED-LIC,ED-OTH,,B,Denegada,12.3,18515.95
SAN-202510-002,San Isidro,2025-10-01,ED-LIC,ED-NUE,,B,Aprobada,47.4,74642.95
SAN-202510-003,San Isidro,2025-10-01,ED-LIC,ED-AMP,,A,Aprobada,207.6,146906.58
SAN-202510-004,San Isidro,2025-10-01,HU-LIC,,HU-VIV-CONV,A,En evaluación,50.9,86996.53
SAN-202510-005,San Isidro,2025-10-01,ED-LIC,ED-AMP,,B,En evaluación,85.9,64842.47
SAN-202511-001,San Isidro,2025-11-01,ED-LIC,ED-REM,,A,En evaluación,216.4,229930.94
SAN-202511-002,San Isidro,2025-11-01,ED-LIC,ED-NUE,,C,Aprobada,286.4,228073.98
SAN-202511-003,San Isidro,2025-11-01,HU-LIC,,HU-IND,C,Observada,156.9,160672.33
SAN-202511-004,San Isidro,2025-11-01,ED-LIC,ED-NUE,,B,Aprobada,352.2,514508.48
SAN-202512-001,San Isidro,2025-12-01,ED-LIC,ED-REF,,B,Observada,43.8,43851.71
SAN-202512-002,San Isidro,2025-12-01,ED-LIC,ED-REM,,C,Aprobada,123.7,242771.32
SAN-202512-003,San Isidro,2025-12-01,HU-LIC,,HU-OTH,A,Aprobada,347.4,560790.05
SAN-202512-004,San Isidro,2025-12-01,ED-LIC,ED-AMP,,B,En evaluación,65.3,134849.95
SAN-202512-005,San Isidro,2025-12-01,ED-LIC,ED-DEM,,A,Aprobada,253.6,291487.02
SAN-202512-006,San Isidro,2025-12-01,ED-LIC,ED-AMP,,C,Aprobada,142.2,91229.71
IND-202401-001,Independencia,2024-01-01,ED-LIC,ED-AMP,,B,Aprobada,83.9,168241.09
IND-202401-002,Independencia,2024-01-01,ED-LIC,ED-NUE,,D,Aprobada,38.1,61956.74
IND-202401-003,Independencia,2024-01-01,HU-LIC,,HU-VIV-CONV,A,Denegada,300.3,271752.71
IND-202401-004,Independencia,2024-01-01,ED-LIC,ED-AMP,,A,Denegada,91.0,141001.8
IND-202401-005,Independencia,2024-01-01,ED-LIC,ED-NUE,,B,Denegada,76.5,74714.83
IND-202401-006,Independencia,2024-01-01,ED-LIC,ED-AMP,,D,En evaluación,70.3,73121.23
IND-202401-007,Independencia,2024-01-01,ED-LIC,ED-OTH,,B,Aprobada,48.3,102447.32
IND-202401-008,Independencia,2024-01-01,ED-LIC,ED-NUE,,A,Aprobada,46.2,60134.3
IND-202401-009,Independencia,2024-01-01,ED-LIC,ED-ACO,,C,Aprobada,77.2,157393.81
IND-202401-010,Independencia,2024-01-01,ED-LIC,ED-AMP,,B,Observada,69.7,49356.98
IND-202401-011,Independencia,2024-01-01,ED-LIC,ED-AMP,,B,Denegada,105.4,215943.75
IND-202401-012,Independencia,2024-01-01,ED-LIC,ED-REF,,A,Aprobada,200.9,394209.19
IND-202402-001,Independencia,2024-02-01,HU-LIC,,HU-VIV-CONV,B,Aprobada,129.8,278782.57
IND-202402-002,Independencia,2024-02-01,ED-LIC,ED-REF,,C,Observada,265.7,223151.25
IND-202402-003,Independencia,2024-02-01,ED-LIC,ED-NUE,,A,Aprobada,90.0,143601.32
IND-202402-004,Independencia,2024-02-01,ED-LIC,ED-DEM,,C,Aprobada,107.0,147176.38
IND-202402-005,Independencia,2024-02-01,ED-LIC,ED-NUE,,A,Aprobada,32.8,42968.06
IND-202402-006,Independencia,2024-02-01,ED-LIC,ED-AMP,,D,Aprobada,123.4,192596.44
IND-202402-007,Independencia,2024-02-01,HU-LIC,,HU-COM,A,En evaluación,171.0,264319.27
IND-202402-008,Independencia,2024-02-01,ED-LIC,ED-NUE,,D,Observada,174.6,319471.57
IND-202402-009,Independencia,2024-02-01,ED-LIC,ED-NUE,,B,En evaluación,95.9,69164.44
IND-202403-001,Independencia,2024-03-01,ED-LIC,ED-REF,,D,En evaluación,57.6,71960.14
IND-202403-002,Independencia,2024-03-01,HU-LIC,,HU-REURB,C,Observada,86.2,158260.97
IND-202403-003,Independencia,2024-03-01,ED-LIC,ED-NUE,,B,Observada,55.6,104895.49
IND-202403-004,Independencia,2024-03-01,HU-LIC,,HU-ETAP,A,Observada,132.2,231821.65
IND-202403-005,Independencia,2024-03-01,ED-LIC,ED-REF,,D,Aprobada,47.8,104633.57
IND-202404-001,Independencia,2024-04-01,ED-LIC,ED-AMP,,A,Aprobada,94.3,66277.1
IND-202404-002,Independencia,2024-04-01,ED-LIC,ED-CER,,A,Aprobada,218.0,152633.57
IND-202404-003,Independencia,2024-04-01,ED-LIC,ED-CER,,C,Observada,503.9,650399.79
IND-202404-004,Independencia,2024-04-01,ED-LIC,ED-AMP,,A,Aprobada,45.3,44200.86
IND-202404-005,Independencia,2024-04-01,ED-LIC,ED-REM,,D,Aprobada,128.0,139289.02
IND-202404-006,Independencia,2024-04-01,ED-LIC,ED-NUE,,C,Aprobada,395.7,401216.79
IND-202405-001,Independencia,2024-05-01,ED-LIC,ED-AMP,,C,En evaluación,251.8,381662.84
IND-202405-002,Independencia,2024-05-01,ED-LIC,ED-NUE,,B,Aprobada,20.1,18942.63
IND-202405-003,Independencia,2024-05-01,ED-LIC,ED-REM,,A,Aprobada,72.6,83401.27
IND-202405-004,Independencia,2024-05-01,ED-LIC,ED-PUV,,A,Aprobada,220.3,300642.82
IND-202405-005,Independencia,2024-05-01,ED-LIC,ED-REM,,A,Observada,65.1,78279.66
IND-202405-006,Independencia,2024-05-01,ED-LIC,ED-NUE,,D,Observada,182.8,286119.47
IND-202405-007,Independencia,2024-05-01,ED-LIC,ED-ACO,,D,Aprobada,244.6,479926.47
IND-202405-008,Independencia,2024-05-01,ED-LIC,ED-OTH,,B,Aprobada,51.2,46106.38
IND-202405-009,Independencia,2024-05-01,ED-LIC,ED-NUE,,A,Aprobada,265.2,509129.15
IND-202406-001,Independencia,2024-06-01,ED-LIC,ED-AMP,,D,Aprobada,166.4,238329.36
IND-202406-002,Independencia,2024-06-01,ED-LIC,ED-ACO,,B,Aprobada,126.9,184512.1
IND-202406-003,Independencia,2024-06-01,ED-LIC,ED-REM,,A,Aprobada,123.6,122972.24
IND-202406-004,Independencia,2024-06-01,ED-LIC,ED-NUE,,A,Aprobada,32.1,20800.34
IND-202406-005,Independencia,2024-06-01,ED-LIC,ED-NUE,,A,En evaluación,150.1,150736.73
IND-202406-006,Independencia,2024-06-01,ED-LIC,ED-DEM,,D,Aprobada,295.6,495941.96
IND-202406-007,Independencia,2024-06-01,ED-LIC,ED-REM,,B,Aprobada,188.6,329829.61
IND-202406-008,Independencia,2024-06-01,ED-LIC,ED-REM,,B,Aprobada,363.8,302953.69
IND-202407-001,Independencia,2024-07-01,ED-LIC,ED-AMP,,B,Aprobada,156.4,212118.25
IND-202407-002,Independencia,2024-07-01,ED-LIC,ED-NUE,,B,Aprobada,39.8,67625.59
IND-202407-003,Independencia,2024-07-01,ED-LIC,ED-AMP,,A,Aprobada,91.1,74737.89
IND-202407-004,Independencia,2024-07-01,ED-LIC,ED-NUE,,A,Observada,105.6,112747.41
IND-202407-005,Independencia,2024-07-01,ED-LIC,ED-NUE,,C,Denegada,61.4,89082.87
IND-202407-006,Independencia,2024-07-01,ED-LIC,ED-NUE,,A,Observada,71.5,95385.86
IND-202407-007,Independencia,2024-07-01,ED-LIC,ED-REM,,A,Aprobada,191.7,241887.29
IND-202407-008,Independencia,2024-07-01,ED-LIC,ED-REM,,A,Aprobada,25.0,50264.75
IND-202407-009,Independencia,2024-07-01,ED-LIC,ED-CER,,A,Observada,241.4,183043.12
IND-202407-010,Independencia,2024-07-01,HU-LIC,,HU-VIV-CONV,A,Aprobada,291.1,198645.37
IND-202408-001,Independencia,2024-08-01,ED-LIC,ED-NUE,,C,Aprobada,253.4,256698.87
IND-202408-002,Independencia,2024-08-01,ED-LIC,ED-NUE,,B,Aprobada,139.0,282513.38
IND-202408-003,Independencia,2024-08-01,ED-LIC,ED-REM,,C,Aprobada,296.8,259059.55
IND-202408-004,Independencia,2024-08-01,ED-LIC,ED-AMP,,A,En evaluación,145.8,130329.21
IND-202408-005,Independencia,2024-08-01,ED-LIC,ED-REF,,A,Aprobada,103.9,122838.06
IND-202408-006,Independencia,2024-08-01,ED-LIC,ED-AMP,,A,En evaluación,346.3,277782.22
IND-202408-007,Independencia,2024-08-01,ED-LIC,ED-REF,,B,En evaluación,80.7,157726.63
IND-202408-008,Independencia,2024-08-01,HU-LIC,,HU-COM,B,Aprobada,63.2,40855.17
IND-202408-009,Independencia,2024-08-01,ED-LIC,ED-CER,,B,En evaluación,117.4,91804.29
IND-202408-010,Independencia,2024-08-01,ED-LIC,ED-NUE,,A,Aprobada,276.5,356880.23
IND-202408-011,Independencia,2024-08-01,ED-LIC,ED-REM,,B,Aprobada,73.6,124880.21
IND-202408-012,Independencia,2024-08-01,ED-LIC,ED-AMP,,A,Aprobada,110.3,121109.48
IND-202409-001,Independencia,2024-09-01,ED-LIC,ED-NUE,,B,Aprobada,104.7,169466.38
IND-202409-002,Independencia,2024-09-01,ED-LIC,ED-NUE,,B,Aprobada,148.2,207430.96
IND-202409-003,Independencia,2024-09-01,ED-LIC,ED-REM,,A,Observada,203.6,126173.32
IND-202409-004,Independencia,2024-09-01,ED-LIC,ED-REM,,B,Aprobada,160.7,232704.42
IND-202409-005,Independencia,2024-09-01,ED-LIC,ED-NUE,,B,Observada,62.4,105348.09
IND-202409-006,Independencia,2024-09-01,ED-LIC,ED-AMP,,A,Aprobada,86.3,142615.27
IND-202410-001,Independencia,2024-10-01,ED-LIC,ED-ACO,,A,Observada,225.2,185895.81
IND-202410-002,Independencia,2024-10-01,ED-LIC,ED-NUE,,A,En evaluación,54.1,107927.46
IND-202410-003,Independencia,2024-10-01,HU-LIC,,HU-VIV-CONV,B,Aprobada,66.6,120022.96
IND-202410-004,Independencia,2024-10-01,ED-LIC,ED-REF,,B,Aprobada,88.4,81982.15
IND-202410-005,Independencia,2024-10-01,ED-LIC,ED-REM,,C,Aprobada,265.3,420890.84
IND-202410-006,Independencia,2024-10-01,ED-LIC,ED-AMP,,B,En evaluación,130.3,160929.41
IND-202410-007,Independencia,2024-10-01,HU-LIC,,HU-REURB,B,Aprobada,125.3,87102.43
IND-202411-001,Independencia,2024-11-01,ED-LIC,ED-REF,,C,Aprobada,111.9,165223.8
IND-202411-002,Independencia,2024-11-01,ED-LIC,ED-AMP,,A,Aprobada,265.9,251678.33
IND-202411-003,Independencia,2024-11-01,HU-LIC,,HU-VIV-CONV,C,En evaluación,99.3,149528.22
IND-202411-004,Independencia,2024-11-01,ED-LIC,ED-NUE,,B,Aprobada,175.6,262868.22
IND-202411-005,Independencia,2024-11-01,ED-LIC,ED-REM,,D,En evaluación,130.2,112295.84
IND-202411-006,Independencia,2024-11-01,HU-LIC,,HU-REURB,C,Aprobada,141.2,166330.43
IND-202411-007,Independencia,2024-11-01,ED-LIC,ED-AMP,,B,Aprobada,410.9,746229.52
IND-202412-001,Independencia,2024-12-01,ED-LIC,ED-CER,,A,En evaluación,73.6,80269.47
IND-202412-002,Independencia,2024-12-01,ED-LIC,ED-NUE,,C,Observada,108.9,98121.38
IND-202412-003,Independencia,2024-12-01,ED-LIC,ED-REF,,C,Aprobada,82.6,151269.01
IND-202412-004,Independencia,2024-12-01,ED-LIC,ED-DEM,,A,Aprobada,126.2,271916.0
IND-202412-005,Independencia,2024-12-01,ED-LIC,ED-REM,,B,Observada,380.0,623919.65
IND-202412-006,Independencia,2024-12-01,ED-LIC,ED-REF,,B,En evaluación,115.8,250034.8
IND-202412-007,Independencia,2024-12-01,ED-LIC,ED-REF,,B,En evaluación,66.4,53302.29
IND-202501-001,Independencia,2025-01-01,ED-LIC,ED-NUE,,B,Aprobada,71.1,137077.74
IND-202501-002,Independencia,2025-01-01,ED-LIC,ED-CER,,A,Aprobada,92.8,192372.74
IND-202501-003,Independencia,2025-01-01,ED-LIC,ED-NUE,,C,Observada,209.3,452743.97
IND-202501-004,Independencia,2025-01-01,ED-LIC,ED-ACO,,B,Aprobada,229.3,433193.72
IND-202501-005,Independencia,2025-01-01,ED-LIC,ED-NUE,,B,Observada,177.0,283717.49
IND-202501-006,Independencia,2025-01-01,ED-LIC,ED-AMP,,A,Aprobada,212.3,136627.83
IND-202501-007,Independencia,2025-01-01,ED-LIC,ED-REM,,C,Aprobada,16.8,26221.03
IND-202501-008,Independencia,2025-01-01,ED-LIC,ED-AMP,,A,Aprobada,44.5,95982.98
IND-202501-009,Independencia,2025-01-01,ED-LIC,ED-REM,,B,Aprobada,303.1,591775.98
IND-202501-010,Independencia,2025-01-01,ED-LIC,ED-NUE,,B,Aprobada,164.3,237697.87
IND-202502-001,Independencia,2025-02-01,HU-LIC,,HU-VIV-VVE,D,Aprobada,67.2,115034.87
IND-202502-002,Independencia,2025-02-01,ED-LIC,ED-NUE,,B,Aprobada,224.9,254979.29
IND-202502-003,Independencia,2025-02-01,ED-LIC,ED-NUE,,B,En evaluación,81.9,120158.37
IND-202502-004,Independencia,2025-02-01,ED-LIC,ED-ACO,,C,Aprobada,173.1,255007.53
IND-202502-005,Independencia,2025-02-01,ED-LIC,ED-AMP,,A,Aprobada,74.6,60074.57
IND-202502-006,Independencia,2025-02-01,ED-LIC,ED-NUE,,C,Aprobada,52.6,77581.75
IND-202502-007,Independencia,2025-02-01,ED-LIC,ED-REM,,B,En evaluación,65.0,115986.52
IND-202502-008,Independencia,2025-02-01,ED-LIC,ED-NUE,,D,Aprobada,271.9,189774.95
IND-202502-009,Independencia,2025-02-01,ED-LIC,ED-REF,,A,Denegada,112.0,68308.82
IND-202502-010,Independencia,2025-02-01,ED-LIC,ED-AMP,,A,Aprobada,340.5,226688.43
IND-202502-011,Independencia,2025-02-01,HU-LIC,,HU-VIV-CONV,A,Aprobada,256.6,402166.15
IND-202503-001,Independencia,2025-03-01,HU-LIC,,HU-COM,A,Aprobada,228.2,353716.49
IND-202503-002,Independencia,2025-03-01,ED-LIC,ED-AMP,,A,Aprobada,76.5,54546.81
IND-202503-003,Independencia,2025-03-01,ED-LIC,ED-ACO,,D,Aprobada,412.0,743767.98
IND-202503-004,Independencia,2025-03-01,HU-LIC,,HU-COM,B,Denegada,201.6,172849.44
IND-202503-005,Independencia,2025-03-01,ED-LIC,ED-AMP,,B,Aprobada,70.7,117600.33
IND-202503-006,Independencia,2025-03-01,ED-LIC,ED-REF,,A,Aprobada,115.7,243346.99
IND-202504-001,Independencia,2025-04-01,ED-LIC,ED-AMP,,A,Aprobada,150.1,264592.05
IND-202504-002,Independencia,2025-04-01,ED-LIC,ED-DEM,,B,Aprobada,18.7,37429.57
IND-202504-003,Independencia,2025-04-01,ED-LIC,ED-ACO,,A,En evaluación,106.8,144187.53
IND-202504-004,Independencia,2025-04-01,HU-LIC,,HU-REURB,B,Aprobada,197.1,361922.11
IND-202504-005,Independencia,2025-04-01,HU-LIC,,HU-ETAP,B,Aprobada,44.6,42622.44
IND-202504-006,Independencia,2025-04-01,ED-LIC,ED-NUE,,C,Aprobada,298.0,520718.69
IND-202504-007,Independencia,2025-04-01,ED-LIC,ED-OTH,,D,Aprobada,180.3,154245.1
IND-202504-008,Independencia,2025-04-01,ED-LIC,ED-DEM,,B,Aprobada,69.5,71699.75
IND-202504-009,Independencia,2025-04-01,ED-LIC,ED-NUE,,A,Observada,144.7,278685.29
IND-202504-010,Independencia,2025-04-01,ED-LIC,ED-NUE,,C,En evaluación,10.3,6927.93
IND-202505-001,Independencia,2025-05-01,ED-LIC,ED-AMP,,B,Observada,224.3,220913.86
IND-202505-002,Independencia,2025-05-01,ED-LIC,ED-NUE,,C,Aprobada,377.6,827736.55
IND-202505-003,Independencia,2025-05-01,HU-LIC,,HU-REURB,C,En evaluación,119.2,196510.68
IND-202505-004,Independencia,2025-05-01,ED-LIC,ED-NUE,,C,Denegada,342.4,352431.78
IND-202505-005,Independencia,2025-05-01,ED-LIC,ED-AMP,,B,En evaluación,9.5,17270.02
IND-202505-006,Independencia,2025-05-01,ED-LIC,ED-NUE,,C,Aprobada,147.6,232770.47
IND-202505-007,Independencia,2025-05-01,ED-LIC,ED-AMP,,A,Aprobada,100.0,95577.45
IND-202506-001,Independencia,2025-06-01,ED-LIC,ED-REM,,A,Aprobada,229.4,483672.92
IND-202506-002,Independencia,2025-06-01,HU-LIC,,HU-PROG,B,Aprobada,24.7,43543.97
IND-202506-003,Independencia,2025-06-01,ED-LIC,ED-NUE,,A,Observada,24.9,22446.16
IND-202506-004,Independencia,2025-06-01,ED-LIC,ED-AMP,,B,Aprobada,154.7,187667.95
IND-202506-005,Independencia,2025-06-01,ED-LIC,ED-NUE,,A,Aprobada,104.2,172219.28
IND-202507-001,Independencia,2025-07-01,ED-LIC,ED-NUE,,A,Aprobada,127.7,214759.92
IND-202507-002,Independencia,2025-07-01,ED-LIC,ED-ACO,,B,Observada,50.7,91795.2
IND-202507-003,Independencia,2025-07-01,ED-LIC,ED-NUE,,B,En evaluación,460.0,598664.86
IND-202507-004,Independencia,2025-07-01,ED-LIC,ED-NUE,,A,Aprobada,701.1,1215105.56
IND-202507-005,Independencia,2025-07-01,ED-LIC,ED-CER,,A,En evaluación,49.3,91470.06
IND-202507-006,Independencia,2025-07-01,ED-LIC,ED-ACO,,B,Aprobada,223.2,211234.82
IND-202507-007,Independencia,2025-07-01,ED-LIC,ED-AMP,,C,Aprobada,278.1,186567.56
IND-202507-008,Independencia,2025-07-01,ED-LIC,ED-NUE,,B,Aprobada,51.7,44410.54
IND-202507-009,Independencia,2025-07-01,ED-LIC,ED-PUV,,B,Observada,265.2,407913.98
